district,Kode Wilayah,,,regency_code,code
Kedungjajang,35,08,16,3508,350816
Kedungjati,33,15,01,3315,331501
Kedungkandang,35,73,03,3573,357303
Kedungpring,35,24,06,3524,352406
Kedungreja,33,01,01,3301,330101
Kedungtuban,33,16,04,3316,331604
Kedungwaru,35,04,03,3504,350403
Kedungwuni,33,26,13,3326,332613
Kedurang,17,01,01,1701,170101
Kedurang Ilir,17,01,07,1701,170107
Keera,73,13,14,7313,731314
Kegayem,95,08,10,9508,950810
Kei Besar,81,02,03,8102,810203
Kei Besar Selatan,81,02,04,8102,810204
Kei Besar Selatan Barat,81,02,18,8102,810218
Kei Besar Utara Barat,81,02,17,8102,810217
Kei Besar Utara Timur,81,02,05,8102,810205
Kei Kecil,81,02,01,8102,810201
Kei Kecil Barat,81,02,14,8102,810214
Kei Kecil Timur,81,02,13,8102,810213
Kei Kecil Timur Selatan,81,02,19,8102,810219
Kejajar,33,07,13,3307,330713
Kejaksan,32,74,01,3274,327401
Kejayan,35,14,06,3514,351406
Kejobong,33,03,03,3303,330303
Kejuruan Muda,11,16,06,1116,111606
Kelam Permai,61,05,19,6105,610519
Kelam Tengah,17,04,09,1704,170409
Kelapa,19,05,04,1905,190504
Kelapa Dua,36,03,28,3603,360328
Kelapa Gading,31,72,06,3172,317206
Kelapa Kampit,19,06,04,1906,190604
Kelapa Lima,53,71,03,5371,537103
Kelara,73,04,05,7304,730405
Kelay,64,03,01,6403,640301
Kelayang,14,02,03,1402,140203
Kelekar,16,03,21,1603,160321
Kelila,95,05,02,9505,950502
Keliling Danau,15,01,08,1501,150108
Kelimutu,53,08,14,5308,530814
Keling,33,20,09,3320,332009
Kelua (Klua),63,09,02,6309,630902
Keluang,16,06,08,1606,160608
Kelubagolit,53,06,11,5306,530611
Kelulome,95,07,35,9507,950735
Kelumbayan (Klumbayan),18,06,17,1806,180617
Kelumbayan Barat (Klumbayan Barat),18,06,28,1806,180628
Kelumpang Barat,63,02,18,6302,630218
Kelumpang Hilir,63,02,17,6302,630217
Kelumpang Hulu,63,02,08,6302,630208
Kelumpang Selatan,63,02,07,6302,630207
Kelumpang Tengah,63,02,09,6302,630209
Kelumpang Utara,63,02,10,6302,630210
Kema,71,06,01,7106,710601
Kemalang,33,10,21,3310,331021
Kemang,32,01,12,3201,320112
Kemangkon,33,03,01,3303,330301
Kemayoran,31,71,03,3171,317103
Kembang,33,20,14,3320,332014
Kembang Janggut,64,02,10,6402,640210
Kembang Tanjong,11,07,08,1107,110708
Kembangan,31,73,08,3173,317308
Kembangbahu,35,24,19,3524,352419
Kembaran,33,02,20,3302,330220
Kembayan,61,03,08,6103,610308
Kembru,94,05,13,9405,940513
Kembu,95,04,04,9504,950404
Kemiling,18,71,13,1871,187113
Kemiri,36,03,09,3603,360309
Kemiri,33,06,12,3306,330612
Kemlagi,35,16,15,3516,351615
Kempas,14,04,19,1404,140419
Kempo,52,05,02,5205,520502
Kemranjen,33,02,06,3302,330206
Kemtuk,91,03,05,9103,910305
Kemtuk Gresi,91,03,06,9103,910306
Kemuning,14,04,14,1404,140414
Kemuning,16,71,09,1671,167109
Kemusu,33,09,17,3309,330917
Kencong,35,09,02,3509,350902
Kendahe,71,03,16,7103,710316
Kendal,35,21,04,3521,352104
Kendal,33,24,15,3324,332415
Kendari,74,71,02,7471,747102
Kendari Barat,74,71,05,7471,747105
Kendawangan,61,04,04,6104,610404
Kendit,35,12,05,3512,351205
Kenduruan,35,23,01,3523,352301
Kenjeran,35,78,17,3578,357817
Kenohan,64,02,09,6402,640209
Kenyam,95,08,01,9508,950801
Keo Tengah,53,16,06,5316,531606
Kep. Bala Balakang,76,02,16,7602,760216
Kepahiang,17,08,04,1708,170804
Kepala Madan,81,09,04,8109,810904
Kepanjen,35,07,13,3507,350713
Kepanjenkidul (Kepanjen Kidul),35,72,01,3572,357201
Kepenuhan,14,06,05,1406,140605
Kepenuhan Hulu,14,06,15,1406,140615
Kepil,33,07,02,3307,330702
Kepohbaru,35,22,09,3522,352209
Kepulauan Ambai,91,05,10,9105,910510
Kepulauan Aruri,91,19,04,9119,911904
Kepulauan Ayau,92,05,05,9205,920505
Kepulauan Botanglomang,82,04,18,8204,820418
Kepulauan Joronga,82,04,25,8204,820425
Kepulauan Karimata,61,11,06,6111,611106
Kepulauan Manipa,81,06,09,8106,810609
Kepulauan Marore,71,03,25,7103,710325
Kepulauan Masaloka Raya,74,06,17,7406,740617
Kepulauan Pongok,19,03,08,1903,190308
Kepulauan Posek,21,04,10,2104,210410
Kepulauan Roma (Romang),81,08,16,8108,810816
Kepulauan Sangkarrang,73,71,15,7371,737115
Kepulauan Sembilan,92,05,17,9205,920517
Kepulauan Seribu Selatan,31,01,02,3101,310102
Kepulauan Seribu Utara,31,01,01,3101,310101
Kepulauan Tanakeke,73,05,10,7305,730510
Kepung,35,06,18,3506,350618
Kerajaan,12,15,02,1215,121502
Kerambitan,51,02,04,5102,510204
Kerek,35,23,08,3523,352308
Kerinci Kanan,14,08,07,1408,140807
Keritang,14,04,09,1404,140409
Kerjo,33,13,16,3313,331316
Kerkap,17,03,06,1703,170306
Kersamanah,32,05,13,3205,320513
Kersana,33,29,11,3329,332911
Kertajati,32,10,14,3210,321014
Kertak Hanyar,63,03,02,6303,630302
Kertanegara,33,03,18,3303,330318
Kertapati,16,71,13,1671,167113
Kertasari,32,04,31,3204,320431
Kertasemaya,32,12,08,3212,321208
Kertek,33,07,08,3307,330708
Kertosono,35,18,08,3518,351808
Keruak,52,03,01,5203,520301
Kerumutan,14,05,07,1405,140507
Kesamben,35,05,19,3505,350519
Kesamben,35,17,12,3517,351712
Kesambi,32,74,05,3274,327405
Kesesi,33,26,09,3326,332609
Kesu,73,26,15,7326,732615
Kesugihan,33,01,02,3301,330102
Ketahun,17,03,12,1703,170312
Ketambe,11,02,12,1102,110212
Ketanggungan,33,29,16,3329,332916
Ketapang,35,27,12,3527,352712
Ketapang,18,01,14,1801,180114
Ketol,11,04,10,1104,110410
Ketungau Hilir,61,05,04,6105,610504
Ketungau Hulu,61,05,06,6105,610506
Ketungau Tengah,61,05,05,6105,610505
Keumala,11,07,22,1107,110722
Kewapante,53,07,10,5307,530710
Ki,93,02,19,9302,930219
"KI'E (Kie, Ki'e)",53,02,10,5302,530210
Kian Darat,81,05,13,8105,810513
Kiaracondong,32,73,16,3273,327316
Kiarapedes,32,14,17,3214,321417
Kibin,36,04,16,3604,360416
Kikim Barat,16,04,19,1604,160419
Kikim Selatan,16,04,16,1604,160416
Kikim Tengah,16,04,18,1604,160418
Kikim Timur,16,04,17,1604,160417
Kilmid,95,08,14,9508,950814
Kilmury,81,05,08,8105,810508
Kilo,52,05,04,5205,520504
Kimaam,93,01,04,9301,930104
Kinal,17,04,01,1704,170401
Kinali,13,12,05,1312,131205
Kindang,73,02,08,7302,730208
Kinovaro,72,10,13,7210,721013
Kintamani,51,06,04,5106,510604
Kintap,63,01,07,6301,630107
Kintom,72,01,03,7201,720103
Kirihi,91,15,10,9115,911510
Kisam Ilir,16,09,11,1609,160911
Kisam Tinggi,16,09,10,1609,160910
Kisar Selatan (Pulau Pulau Terselatan),81,08,07,8108,810807
Kisar Utara,81,08,17,8108,810817
Kismantoro,33,12,16,3312,331216
Kiwirok,95,02,02,9502,950202
Kiwirok Timur,95,02,07,9502,950207
Kiyage,94,02,26,9402,940226
Klabang,35,11,14,3511,351114
Klabot,92,01,17,9201,920117
Klakah,35,08,19,3508,350819
Klambu,33,15,15,3315,331515
Klamono,92,01,08,9201,920108
Klampis,35,26,07,3526,352607
Klangenan,32,09,23,3209,320923
Klapanunggal,32,01,32,3201,320132
Klari,32,15,05,3215,321505
Klasafet,92,01,51,9201,920151
Klaso,92,01,41,9201,920141
Klaten Selatan,33,10,26,3310,331026
Klaten Tengah,33,10,25,3310,331025
Klaten Utara,33,10,24,3310,331024
Klaurung,92,71,08,9271,927108
Klawak,92,01,18,9201,920118
Klayili,92,01,40,9201,920140
Kledung,33,23,17,3323,332317
Klego,33,09,15,3309,330915
Klirong,33,05,05,3305,330505
Klojen,35,73,02,3573,357302
Kluet Selatan,11,01,03,1101,110103
Kluet Tengah,11,01,13,1101,110113
Kluet Timur,11,01,14,1101,110114
Kluet Utara,11,01,02,1101,110102
Klungkung,51,05,03,5105,510503
Koba,19,04,01,1904,190401
Kobakma,95,05,01,9505,950501
Kobalima,53,21,11,5321,532111
Kobalima Timur,53,21,10,5321,532110
Kodeoha,74,08,05,7408,740805
Kodi,53,18,07,5318,531807
Kodi Balaghar,53,18,11,5318,531811
Kodi Bangedo,53,18,06,5318,531806
Kodi Utara,53,18,08,5318,531808
Kofiau,92,05,10,9205,920510
Koja,31,72,03,3172,317203
Kok Baun,53,02,23,5302,530223
Kokalukuna,74,72,05,7472,747205
Kokap,34,01,08,3401,340108
Kokas,92,03,04,9203,920304
Kokoda,92,04,09,9204,920409
Kokoda Utara,92,04,21,9204,920421
Kokop,35,26,10,3526,352610
Kolaka,74,01,04,7401,740104
Kolang,12,01,06,1201,120106
Kolawa,95,07,28,9507,950728
Kolbano,53,02,19,5302,530219
Kolf Braza,93,04,09,9304,930409
Kolono,74,05,09,7405,740509
Kolono Timur,74,05,23,7405,740523
Kombay,93,02,16,9302,930216
Kombeng (Kongbeng),64,08,08,6408,640808
Kombi,71,02,04,7102,710204
Kombut,93,02,07,9302,930207
Komodo,53,15,05,5315,531505
Kona,95,03,32,9503,950332
Konang,35,26,17,3526,352617
Konawe,74,02,32,7402,740232
Konda,74,05,07,7405,740507
Konda,92,04,15,9204,920415
Konda/ Kondaga,95,04,12,9504,950412
Konhir,92,01,50,9201,920150
Kontu Kowuna,74,03,30,7403,740330
Kontuar,93,01,22,9301,930122
Kontunaga,74,03,20,7403,740320
Kopang,52,02,09,5202,520209
Kopay,93,04,15,9304,930415
Kopo,36,04,25,3604,360425
Kora,95,08,25,9508,950825
Koragi,95,01,26,9501,950126
Kormomolin,81,03,08,8103,810308
Koroncong,36,01,33,3601,360133
Koroptak,95,08,09,9508,950809
Koroway Buluanop,93,04,23,9304,930423
Korupun,95,03,38,9503,950338
Kosambi,36,03,14,3603,360314
Kosarek,95,03,21,9503,950321
Kosiwo,91,05,06,9105,910506
Kot Olin,53,02,20,5302,530220
Kota (Kediri Kota),35,71,02,3571,357102
Kota Agung,16,04,07,1604,160407
Kota Agung (Kota Agung Pusat),18,06,01,1806,180601
Kota Agung Barat,18,06,18,1806,180618
Kota Agung Timur,18,06,19,1806,180619
Kota Arga Makmur,17,03,07,1703,170307
Kota Atambua (Atambua Kota),53,04,12,5304,530412
Kota Bahagia,11,01,17,1101,110117
Kota Baharu,11,10,09,1110,111009
Kota Bangun,64,02,08,6402,640208
Kota Bangun Darat,64,02,19,6402,640219
Kota Barat,75,71,01,7571,757101
Kota Baru,15,71,07,1571,157107
Kota Baru,53,08,13,5308,530813
Kota Baru (Kotabaru),32,15,25,3215,321525
Kota Besi,62,02,01,6202,620201
Kota Gajah,18,02,23,1802,180223
Kota Jantho,11,06,15,1106,110615
Kota Juang,11,11,13,1111,111113
Kota Kefamenanu,53,03,05,5303,530305
Kota Kisaran Barat,12,09,19,1209,120919
Kota Kisaran Timur,12,09,20,1209,120920
Kota Komba,53,19,06,5319,531906
Kota Komba Utara,53,19,10,5319,531910
Kota Kualasinpang (Kota Kuala Simpang),11,16,05,1116,111605
Kota Kudus (Kudus Kota),33,19,02,3319,331902
Kota Lama,53,71,06,5371,537106
Kota Maba,82,06,10,8206,820610
Kota Manna,17,01,05,1701,170105
Kota Masohi,81,01,17,8101,810117
Kota Mukomuko (Mukomuko Utara),17,06,02,1706,170602
Kota Padang,17,02,06,1702,170206
Kota Raja,53,71,05,5371,537105
Kota Selatan,75,71,02,7571,757102
Kota Sigli,11,07,09,1107,110709
Kota Soe,53,02,01,5302,530201
Kota Sumenep,35,29,01,3529,352901
Kota Tambolaka,53,18,09,5318,531809
Kota Tengah,75,71,06,7571,757106
Kota Ternate Selatan,82,71,02,8271,827102
Kota Ternate Tengah,82,71,06,8271,827106
Kota Ternate Utara,82,71,03,8271,827103
Kota Timur,75,71,05,7571,757105
Kota Utara,75,71,03,7571,757103
Kota Waikabubak,53,12,15,5312,531215
Kota Waingapu,53,11,01,5311,531101
Kota Waisai,92,05,18,9205,920518
Kotaanyar (Kota Anyar),35,13,11,3513,351311
Kotabumi,18,03,02,1803,180302
Kotabumi Selatan,18,03,10,1803,180310
Kotabumi Utara,18,03,09,1803,180309
Kotabunan,71,10,02,7110,711002
Kotagede,34,71,14,3471,347114
Kotamobagu Barat,71,74,04,7174,717404
Kotamobagu Selatan,71,74,03,7174,717403
Kotamobagu Timur,71,74,02,7174,717402
Kotamobagu Utara,71,74,01,7174,717401
Kotanopan,12,13,08,1213,121308
Kotapinang (Kota Pinang),12,22,01,1222,122201
Kotarih,12,18,10,1218,121810
Kotawaringin Lama,62,01,03,6201,620103
Koting,53,07,16,5307,530716
Koto Balingka,13,12,08,1312,131208
Koto Baru,13,10,01,1310,131001
Koto Baru,15,72,07,1572,157207
Koto Besar,13,10,11,1310,131011
Koto Gasib,14,08,09,1408,140809
Koto Kampar Hulu,14,01,21,1401,140121
Koto Parik Gadang Diateh,13,11,03,1311,131103
Koto Salak,13,10,07,1310,131007
Koto Tangah,13,71,11,1371,137111
Koto VII,13,03,08,1303,130308
Koto XI Tarusan,13,01,07,1301,130107
Kouh,93,02,04,9302,930204
Kradenan,33,16,03,3316,331603
Kradenan,33,15,07,3315,331507
Kragan,33,17,12,3317,331712
Kragilan,36,04,11,3604,360411
Kraksaan,35,13,14,3513,351314
Kramat,33,28,15,3328,332815
Kramatjati (Kramat Jati),31,75,04,3175,317504
Kramatmulya (Kramat Mulya),32,08,16,3208,320816
Kramatwatu,36,04,05,3604,360405
Kramongmongga,92,03,08,9203,920308
Kranggan,35,76,03,3576,357603
Kranggan,33,23,13,3323,332313
Krangkeng,32,12,09,3212,321209
Kras,35,06,03,3506,350603
Kraton,34,71,09,3471,347109
Kraton,35,14,16,3514,351416
Krayan,65,03,05,6503,650305
Krayan Barat,65,03,19,6503,650319
Krayan Selatan,65,03,07,6503,650307
Krayan Tengah,65,03,17,6503,650317
Krayan Timur,65,03,18,6503,650318
Krejengan,35,13,15,3513,351315
Krembangan,35,78,15,3578,357815
Krembung,35,15,03,3515,351503
Krepkuri,95,08,31,9508,950831
Kresek,36,03,06,3603,360306
Kretek,34,02,03,3402,340203
Krian,35,15,11,3515,351511
Kromengan,35,07,31,3507,350731
Kronjo,36,03,07,3603,360307
Kroya,32,12,02,3212,321202
Kroya,33,01,06,3301,330106
Krucil,35,13,08,3513,351308
Krueng Barona Jaya,11,06,21,1106,110621
Krueng Sabee,11,14,02,1114,111402
Krui Selatan,18,13,08,1813,181308
Kuala,12,05,03,1205,120503
Kuala,11,11,14,1111,111114
Kuala,11,15,01,1115,111501
Kuala Baru,11,10,14,1110,111014
Kuala Batee,11,12,05,1112,111205
Kuala Behe,61,08,09,6108,610809
Kuala Betara,15,06,12,1506,150612
Kuala Cenaku,14,02,10,1402,140210
Kuala Indragiri,14,04,03,1404,140403
Kuala Jambi,15,07,08,1507,150708
Kuala Kampar,14,05,10,1405,140510
Kuala Kencana,94,04,09,9404,940409
Kuala Mandor B,61,12,02,6112,611202
Kuala Pesisir,11,15,07,1115,111507
Kualin,53,02,21,5302,530221
Kualuh Hilir,12,23,03,1223,122303
Kualuh Hulu,12,23,01,1223,122301
Kualuh Leidong,12,23,02,1223,122302
Kualuh Selatan,12,23,08,1223,122308
Kuanfatu,53,02,11,5302,530211
Kuantan Hilir,14,09,04,1409,140904
Kuantan Hilir Seberang,14,09,13,1409,140913
Kuantan Mudik,14,09,01,1409,140901
Kuantan Tengah,14,09,02,1409,140902
Kuari,95,04,14,9504,950414
Kuaro,64,01,05,6401,640105
Kuatnana,53,02,27,5302,530227
Kubu,95,04,11,9504,950411
Kubu,14,07,01,1407,140701
Kubu,51,07,08,5107,510708
Kubu,61,12,06,6112,611206
Kubu Babussalam,14,07,15,1407,140715
Kubung,13,02,10,1302,130210
Kubutambahan,51,08,08,5108,510808
Kudu,35,17,17,3517,351717
Kulawi,72,10,05,7210,721005
Kulawi Selatan,72,10,06,7210,721006
Kulim,14,71,14,1471,147114
Kulisusu (Kalingsusu/Kalisusu),74,10,01,7410,741001
Kulisusu Barat,74,10,04,7410,741004
Kulisusu Utara,74,10,05,7410,741005
Kulo,73,14,06,7314,731406
Kuly Lanny,95,07,30,9507,950730
Kumai,62,01,01,6201,620101
Kumelembuai,71,05,15,7105,710515
Kumpeh,15,05,03,1505,150503
Kumpeh Ulu,15,05,06,1505,150506
Kumun Debai,15,72,05,1572,157205
Kundur,21,02,02,2102,210202
Kundur Barat,21,02,08,2102,210208
Kundur Utara,21,02,07,2102,210207
Kunduran,33,16,13,3316,331613
Kuningan,32,08,09,3208,320809
Kunir,35,08,06,3508,350806
Kunjang,35,06,21,3506,350621
Kunto Darussalam,14,06,06,1406,140606
Kuok,14,01,05,1401,140105
Kupang Barat,53,01,05,5301,530105
Kupang Tengah,53,01,08,5301,530108
Kupang Timur,53,01,06,5301,530106
Kupitan,13,03,10,1303,130310
Kur Selatan,81,72,05,8172,817205
Kuranji,63,10,10,6310,631010
Kuranji,13,71,09,1371,137109
Kurau,63,01,04,6301,630104
Kuri,92,06,10,9206,920610
Kuri Wamesa,92,07,09,9207,920709
Kurik,93,01,11,9301,930111
Kurima,95,03,01,9503,950301
Kuripan,35,13,03,3513,351303
Kuripan,63,04,11,6304,630411
Kuripan,52,01,15,5201,520115
Kurra,73,18,38,7318,731838
Kurulu,95,01,02,9501,950102
Kurun,62,10,02,6210,621002
Kusambi,74,13,10,7413,741310
Kusan Hilir,63,10,02,6310,631002
Kusan Hulu,63,10,05,6310,631005
Kusan Tengah,63,10,11,6310,631011
Kuta,51,03,01,5103,510301
Kuta Alam,11,71,02,1171,117102
Kuta Baro,11,06,11,1106,110611
Kuta Blang,11,11,17,1111,111117
Kuta Cot Glie (Kota Cot Glie),11,06,16,1106,110616
Kuta Makmur,11,08,03,1108,110803
Kuta Malaka (Kota Malaka),11,06,17,1106,110617
Kuta Raja,11,71,06,1171,117106
Kuta Selatan,51,03,05,5103,510305
Kuta Utara,51,03,06,5103,510306
Kutabuluh (Kuta Buluh),12,06,13,1206,120613
Kutalimbaru,12,07,04,1207,120704
Kutambaru,12,05,22,1205,120522
Kutapanjang (Kuta Panjang),11,13,02,1113,111302
Kutasari,33,03,07,3303,330307
Kutawaluya,32,15,07,3215,321507
Kutawaringin,32,04,46,3204,320446
Kute Panang,11,04,12,1104,110412
Kute Siantan,21,05,10,2105,210510
Kutoarjo,33,06,09,3306,330609
Kutorejo,35,16,07,3516,351607
Kutowinangun,33,05,10,3305,330510
Kuwarasan,33,05,16,3305,330516
Kuwus,53,15,02,5315,531502
Kuwus Barat,53,15,12,5315,531512
Kuyawage,95,07,09,9507,950709
Kwadungan,35,21,06,3521,352106
Kwamki Narama,94,04,13,9404,940413
Kwandang,75,05,02,7505,750502
Kwanyar,35,26,11,3526,352611
Kwelamdua,95,03,45,9503,950345
Kwesefo,92,09,21,9209,920921
Kwikma,95,03,46,9503,950346
Kwoor,92,09,04,9209,920904
Labakkang,73,10,07,7310,731007
Labang,35,26,12,3526,352612
Labangka,52,04,19,5204,520419
Labobo,72,11,05,7211,721105
Laboya Barat (Lamboya Barat),53,12,18,5312,531218
Labuan,72,03,09,7203,720309
Labuan,36,01,12,3601,360112
Labuan Amas Selatan,63,07,03,6307,630703
Labuan Amas Utara,63,07,04,6307,630704
Labuapi,52,01,08,5201,520108
Labuhan Badas,52,04,18,5204,520418
Labuhan Deli,12,07,25,1207,120725
Labuhan Haji,11,01,04,1101,110104
Labuhan Haji,52,03,17,5203,520317
Labuhan Haji Barat,11,01,12,1101,110112
Labuhan Haji Timur,11,01,11,1101,110111
Labuhan Maringgai,18,07,02,1807,180702
Labuhan Ratu,18,07,21,1807,180721
Labuhan Ratu,18,71,14,1871,187114
Ladongi,74,11,03,7411,741103
Lae Parira,12,11,11,1211,121111
Laenmanen,53,21,08,5321,532108
Laeya,74,05,19,7405,740519
Lage,72,02,03,7202,720203
Laguboti,12,12,02,1212,121202
Laham,64,11,03,6411,641103
Lahat,16,04,10,1604,160410
Lahat Selatan,16,04,31,1604,160431
Lahei,62,05,06,6205,620506
Lahei Barat,62,05,09,6205,620509
Lahewa,12,24,10,1224,122410
Lahewa Timur,12,24,11,1224,122411
Lahomi (Gahori),12,25,01,1225,122501
Lahusa,12,14,03,1214,121403
Laikang,73,05,12,7305,730512
Lainea,74,05,06,7405,740506
Lais,16,06,02,1606,160602
Lais,17,03,10,1703,170310
Lakarsantri,35,78,18,3578,357818
Lakbok,32,07,17,3207,320717
Lakea (Lipunoto),72,05,02,7205,720502
Lakudo,74,14,01,7414,741401
Lalabata,73,12,04,7312,731204
Lalan,16,06,11,1606,160611
Lalembuu,74,05,12,7405,740512
Lalolae,74,11,06,7411,741106
Lalonggasumeeto,74,02,36,7402,740236
Lamaknen,53,04,01,5304,530401
Lamaknen Selatan,53,04,18,5304,530418
Lamala,72,01,05,7201,720105
Lamandau,62,09,01,6209,620901
Lamasi,73,17,09,7317,731709
Lamasi Timur,73,17,18,7317,731718
Lamba Leda,53,19,03,5319,531903
Lamba Leda Selatan (Poco Ranaka),53,19,02,5319,531902
Lamba Leda Timur (Poco Ranaka Timur),53,19,08,5319,531908
Lamba Leda Utara,53,19,11,5319,531911
Lambai,74,08,08,7408,740808
Lambandia,74,11,05,7411,741105
Lambewi,94,05,21,9405,940521
Lambitu,52,06,17,5206,520617
Lamboya,53,12,12,5312,531212
Lambu,52,06,12,5206,520612
Lambu Kibang,18,12,07,1812,181207
Lambuya,74,02,01,7402,740201
Lamongan,35,24,22,3524,352422
Lampasio,72,04,06,7204,720406
Lampihong,63,11,05,6311,631105
Lamposi Tigo Nagori / Nagari,13,76,04,1376,137604
Lamuru,73,08,13,7308,730813
Landasan Ulin,63,72,02,6372,637202
Landawe,74,09,13,7409,740913
Landono,74,05,05,7405,740505
Landu Leko,53,14,10,5314,531410
Langda,95,03,39,9503,950339
Langensari,32,79,04,3279,327904
Langgam,14,05,05,1405,140505
Langgikima,74,09,03,7409,740903
Langgudu,52,06,11,5206,520611
Langkahan,11,08,18,1108,110818
Langkaplancar,32,18,05,3218,321805
Langkapura,18,71,16,1871,187116
Langke Rembong,53,10,12,5310,531012
Langowan Barat,71,02,10,7102,710210
Langowan Selatan,71,02,17,7102,710217
Langowan Timur,71,02,09,7102,710209
Langowan Utara,71,02,19,7102,710219
Langsa Barat,11,74,02,1174,117402
Langsa Baro,11,74,05,1174,117405
Langsa Kota,11,74,03,1174,117403
Langsa Lama,11,74,04,1174,117404
Langsa Timur,11,74,01,1174,117401
Lannyna,95,07,31,9507,950731
Lansirang (Lanrisang),73,15,10,7315,731510
Lantari Jaya,74,06,21,7406,740621
Lantung,52,04,29,5204,520429
Laonti,74,05,11,7405,740511
Lapandewa,74,15,03,7415,741503
Lapang,11,08,23,1108,110823
Lape (Lape Lopok),52,04,12,5204,520412
Lappariaja,73,08,12,7308,730812
Larangan,36,71,13,3671,367113
Larangan,33,29,15,3329,332915
Larangan,35,28,08,3528,352808
Larantuka,53,06,03,5306,530603
Lareh Sago Halaban,13,07,09,1307,130709
Laren,35,24,08,3524,352408
Lariang,76,01,12,7601,760112
Larompong,73,17,02,7317,731702
Larompong Selatan,73,17,10,7317,731710
Lasalepa,74,03,14,7403,740314
Lasalimu,74,04,23,7404,740423
Lasalimu Selatan,74,04,24,7404,740424
Lasem,33,17,14,3317,331714
Lasiolat,53,04,17,5304,530417
Lasolo,74,09,05,7409,740905
Lasolo Kepulauan,74,09,12,7409,740912
Lasusua,74,08,01,7408,740801
Latambaga,74,01,14,7401,740114
Latimojong,73,17,12,7317,731712
Latoma,74,02,16,7402,740216
Lau,73,09,12,7309,730912
Laubaleng,12,06,09,1206,120609
Laung Tuhup,62,12,03,6212,621203
Laut Tador,12,19,08,1219,121908
Laut Tawar (Lut Tawar),11,04,17,1104,110417
Lawa,74,13,03,7413,741303
Lawang,35,07,25,3507,350725
Lawang Kidul,16,03,07,1603,160307
Lawang Wetan,16,06,13,1606,160613
Lawe Alas,11,02,01,1102,110201
Lawe Bulan,11,02,08,1102,110208
Lawe Sigala Gala,11,02,02,1102,110202
Lawe Sumur,11,02,14,1102,110214
Laweyan,33,72,01,3372,337201
Lea-Lea,74,72,07,7472,747207
Lebak Wangi,36,04,35,3604,360435
Lebakbarang,33,26,03,3326,332603
Lebakgedong,36,02,25,3602,360225
Lebaksiu,33,28,06,3328,332806
Lebakwangi,32,08,07,3208,320807
Lebatukan,53,13,04,5313,531304
Lebong Atas,17,07,02,1707,170702
Lebong Sakti,17,07,08,1707,170708
Lebong Selatan,17,07,04,1707,170704
Lebong Tengah,17,07,03,1707,170703
Lebong Utara,17,07,01,1707,170701
Leces,35,13,05,3513,351305
Lede,82,08,03,8208,820803
Ledo,61,07,03,6107,610703
Ledokombo,35,09,28,3509,350928
Legok,36,03,20,3603,360320
Legonkulon,32,13,21,3213,321321
